Issue_Key,Issue_Type,Summary,Status,Priority,Sprint_Name,Sprint_Start,Sprint_End,Story_Points,Assignee,Reporter,Created_Date,Updated_Date,Resolved_Date,Epic_Key,Labels,Component
PROJ-123,Task,Add API versioning strategy,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,1,Taylor Kim,Pat Morrison (PM),2025-10-27,2025-11-15,2025-11-10,PROJ-7,"security,performance",Documentation
PROJ-124,Story,Migrate ETL jobs to new pipeline,In Progress,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5,Jordan Rivera,Casey Williams,2025-10-22,2025-10-26,,PROJ-3,"fedramp,data-pipeline",Documentation
PROJ-125,Sub-task,Add input validation to create session management service,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Avery Okafor,Riley Patel,2025-10-23,2025-11-10,2025-10-28,PROJ-1,compliance,Authentication
PROJ-126,Sub-task,Add input validation to create session management service,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,,Quinn Fitzgerald,Casey Williams,2025-10-23,2025-10-31,2025-11-01,PROJ-1,"compliance,migration",Authentication
PROJ-127,Story,Add dashboard sharing permissions,In Progress,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,13,Riley Patel,Sam Delgado (PO),2025-11-01,2025-11-11,,PROJ-2,api,Reporting
PROJ-128,Bug,Resolve memory leak in WebSocket handler,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,2,Quinn Fitzgerald,Alex Thompson,2025-10-25,2025-10-29,2025-11-02,PROJ-3,data-pipeline,Infrastructure
PROJ-129,Task,Create data validation framework,To Do,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5,Drew Nakamura,Chris Albright (Tech Lead),2025-10-29,2025-11-14,,PROJ-3,data-pipeline,Frontend UI
PROJ-130,Story,Implement API response caching,Done,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,3,Morgan Chen,Drew Nakamura,2025-10-30,2025-11-04,2025-11-12,PROJ-6,security,Frontend UI
PROJ-131,Task,Create security event logging,In Progress,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,2,Jordan Rivera,Taylor Kim,2025-10-30,2025-11-08,,PROJ-5,api,Reporting
PROJ-132,Story,Add encryption at rest for PII,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,8,Jamie Reeves,Riley Patel,2025-10-24,2025-10-29,2025-11-13,PROJ-5,"data-pipeline,security",Backend API
PROJ-133,Story,Build vulnerability scan integration,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5,Taylor Kim,Quinn Fitzgerald,2025-10-29,2025-11-15,2025-11-08,PROJ-5,accessibility,Reporting
PROJ-134,Task,Create session management service,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,2,Riley Patel,Sam Delgado (PO),2025-10-31,2025-11-04,2025-11-06,PROJ-1,"fedramp,accessibility",Database
PROJ-135,Bug,Fix chart tooltip positioning on scroll,In Progress,High,Sprint 3 - Integration,2025-10-29,2025-11-11,3,Alex Thompson,Taylor Kim,2025-10-24,2025-10-27,,PROJ-2,"data-pipeline,accessibility",Authentication
PROJ-136,Sub-task,Add accessibility attributes to build pipeline monitoring dashboard,In Progress,High,Sprint 3 - Integration,2025-10-29,2025-11-11,,Quinn Fitzgerald,Taylor Kim,2025-10-30,2025-11-13,,PROJ-3,performance,Documentation
PROJ-137,Task,Implement report caching layer,Done,Highest,Sprint 3 - Integration,2025-10-29,2025-11-11,2,Avery Okafor,Alex Thompson,2025-10-31,2025-11-15,2025-11-05,PROJ-4,"accessibility,ux",Reporting
PROJ-138,Bug,Correct filter state persistence on navigation,To Do,High,Sprint 3 - Integration,2025-10-29,2025-11-11,3,Taylor Kim,Jordan Rivera,2025-10-27,2025-11-13,,PROJ-7,migration,Reporting
PROJ-139,Bug,Fix CSS overflow on mobile dashboard view,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5,Morgan Chen,Casey Williams,2025-10-27,2025-11-13,2025-11-08,PROJ-2,accessibility,Backend API
PROJ-140,Story,Implement server-side rendering,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,8,Riley Patel,Morgan Chen,2025-10-24,2025-11-03,2025-11-13,PROJ-6,data-pipeline,Reporting
PROJ-141,Task,Create performance test suite,Done,Highest,Sprint 3 - Integration,2025-10-29,2025-11-11,3,Taylor Kim,Chris Albright (Tech Lead),2025-10-23,2025-11-05,2025-11-11,PROJ-8,"security,migration",Reporting
PROJ-142,Sub-task,Add input validation to redesign report template engine,In Progress,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Morgan Chen,Pat Morrison (PM),2025-10-31,2025-11-12,,PROJ-4,data-pipeline,Frontend UI
PROJ-143,Story,Build API contract testing,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,2,Alex Thompson,Sam Delgado (PO),2025-10-30,2025-11-14,2025-11-13,PROJ-8,tech-debt,Infrastructure
PROJ-144,Sub-task,Add accessibility attributes to implement accessibility testing,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Riley Patel,Pat Morrison (PM),2025-10-30,2025-11-09,2025-11-08,PROJ-8,"compliance,migration",Authentication
PROJ-145,Sub-task,Add logging to implement secure file upload,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,,Riley Patel,Quinn Fitzgerald,2025-10-26,2025-11-01,2025-11-11,PROJ-5,compliance,Reporting
PROJ-146,Story,Add circuit breaker pattern,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,5,Jordan Rivera,Riley Patel,2025-10-26,2025-10-27,2025-11-05,PROJ-7,"compliance,migration",Authentication
PROJ-147,Story,Implement secure file upload,In Progress,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,3,Avery Okafor,Casey Williams,2025-10-25,2025-10-26,,PROJ-5,security,Frontend UI
PROJ-148,Story,Create unit test coverage baseline,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,13,Quinn Fitzgerald,Quinn Fitzgerald,2025-10-24,2025-11-06,2025-11-14,PROJ-8,compliance,Infrastructure
PROJ-149,Story,Add MFA enrollment page,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5,Morgan Chen,Alex Thompson,2025-10-22,2025-10-27,2025-11-05,PROJ-1,"accessibility,migration",Database
PROJ-150,Sub-task,Write unit tests for implement stig compliance checks,In Review,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Quinn Fitzgerald,Pat Morrison (PM),2025-10-27,2025-11-05,,PROJ-5,migration,Database
PROJ-151,Bug,Fix authentication token refresh loop,In Progress,High,Sprint 3 - Integration,2025-10-29,2025-11-11,2,Morgan Chen,Alex Thompson,2025-10-29,2025-11-06,,PROJ-8,"compliance,tech-debt",Database
PROJ-152,Task,Add circuit breaker pattern,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,5,Riley Patel,Casey Williams,2025-10-24,2025-10-28,2025-11-09,PROJ-7,accessibility,Authentication
PROJ-153,Story,Add input sanitization middleware,In Review,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,1,Casey Williams,Alex Thompson,2025-11-01,2025-11-12,,PROJ-5,migration,Reporting
PROJ-154,Story,Add encryption at rest for PII,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,3,Quinn Fitzgerald,Morgan Chen,2025-10-25,2025-11-01,2025-10-30,PROJ-5,data-pipeline,Infrastructure
PROJ-155,Story,Implement visual regression testing,Done,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,3,Avery Okafor,Sam Delgado (PO),2025-10-23,2025-11-08,2025-11-07,PROJ-8,data-pipeline,Frontend UI
PROJ-156,Story,Create custom report builder,In Progress,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Jamie Reeves,Quinn Fitzgerald,2025-11-15,2025-11-21,,PROJ-4,api,DevOps
PROJ-157,Bug,Fix CSS overflow on mobile dashboard view,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1,Drew Nakamura,Taylor Kim,2025-11-12,2025-11-21,2025-11-13,PROJ-8,"tech-debt,performance",Backend API
PROJ-158,Story,Build real-time metrics aggregation,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8,Morgan Chen,Chris Albright (Tech Lead),2025-11-05,2025-11-14,2025-11-19,PROJ-2,accessibility,Infrastructure
PROJ-159,Sub-task,Create Storybook story for create api health check endpoints,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,,Riley Patel,Jordan Rivera,2025-11-15,2025-11-19,2025-11-26,PROJ-7,api,Documentation
PROJ-160,Task,Redesign report template engine,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Drew Nakamura,Casey Williams,2025-11-13,2025-11-26,2025-11-22,PROJ-4,fedramp,Database
PROJ-161,Story,Build real-time metrics aggregation,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Jordan Rivera,Jordan Rivera,2025-11-05,2025-11-12,2025-11-12,PROJ-2,migration,Backend API
PROJ-162,Story,Implement password policy enforcement,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Taylor Kim,Casey Williams,2025-11-05,2025-11-09,2025-11-22,PROJ-1,"data-pipeline,fedramp",Infrastructure
PROJ-163,Story,Implement change data capture,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Drew Nakamura,Avery Okafor,2025-11-14,2025-11-19,2025-11-25,PROJ-3,fedramp,Documentation
PROJ-164,Bug,Resolve duplicate entries in audit log,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2,Casey Williams,Taylor Kim,2025-11-13,2025-11-28,2025-11-17,PROJ-6,"ux,migration",Backend API
PROJ-165,Task,Add API versioning strategy,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Jordan Rivera,Avery Okafor,2025-11-06,2025-11-20,2025-11-18,PROJ-7,"tech-debt,security",Reporting
PROJ-166,Story,Add MFA enrollment page,In Progress,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Quinn Fitzgerald,Casey Williams,2025-11-13,2025-11-19,,PROJ-1,"fedramp,compliance",Backend API
PROJ-167,Story,Add scheduled report delivery,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8,Casey Williams,Avery Okafor,2025-11-14,2025-11-20,2025-11-21,PROJ-4,compliance,Documentation
PROJ-168,Task,Implement connection pooling,In Review,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Quinn Fitzgerald,Chris Albright (Tech Lead),2025-11-06,2025-11-29,,PROJ-6,"tech-debt,fedramp",Infrastructure
PROJ-169,Story,Create custom report builder,To Do,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Morgan Chen,Casey Williams,2025-11-11,2025-11-20,,PROJ-4,accessibility,Authentication
PROJ-170,Task,Implement connection pooling,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Riley Patel,Morgan Chen,2025-11-12,2025-11-26,2025-11-18,PROJ-6,api,DevOps
PROJ-171,Story,Implement SAML 2.0 SSO flow,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Drew Nakamura,Morgan Chen,2025-11-05,2025-11-29,2025-11-06,PROJ-1,"tech-debt,performance",Database
PROJ-172,Task,Optimize database query performance,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Alex Thompson,Avery Okafor,2025-11-12,2025-11-27,2025-11-13,PROJ-6,security,Backend API
PROJ-173,Task,Implement secure file upload,To Do,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Jordan Rivera,Avery Okafor,2025-11-07,2025-11-10,,PROJ-5,tech-debt,Reporting
PROJ-174,Bug,Fix export truncating long field values,To Do,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Casey Williams,Taylor Kim,2025-11-08,2025-11-30,,PROJ-5,performance,Backend API
PROJ-175,Story,Add circuit breaker pattern,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1,Drew Nakamura,Pat Morrison (PM),2025-11-07,2025-11-09,2025-11-23,PROJ-7,"data-pipeline,performance",Backend API
PROJ-176,Story,Create performance test suite,To Do,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8,Morgan Chen,Riley Patel,2025-11-13,2025-11-14,,PROJ-8,tech-debt,Database
PROJ-177,Bug,Fix timezone display issue in reports,In Review,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Riley Patel,Drew Nakamura,2025-11-11,2025-11-28,,PROJ-7,"ux,performance",Infrastructure
PROJ-178,Story,Create API documentation portal,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Riley Patel,Alex Thompson,2025-11-14,2025-11-26,2025-11-27,PROJ-7,migration,DevOps
PROJ-179,Story,Add circuit breaker pattern,In Progress,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Casey Williams,Sam Delgado (PO),2025-11-14,2025-11-23,,PROJ-7,compliance,Database
PROJ-180,Story,Implement retry logic for failed jobs,In Review,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1,Riley Patel,Chris Albright (Tech Lead),2025-11-09,2025-11-23,,PROJ-3,ux,Frontend UI
PROJ-181,Story,Implement accessibility testing,In Progress,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Drew Nakamura,Alex Thompson,2025-11-14,2025-11-24,,PROJ-8,accessibility,Frontend UI
PROJ-182,Bug,Fix search index not updating after data import,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2,Quinn Fitzgerald,Morgan Chen,2025-11-09,2025-11-18,2025-11-18,PROJ-4,accessibility,Reporting
PROJ-183,Story,Create unit test coverage baseline,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Jordan Rivera,Morgan Chen,2025-11-12,2025-11-18,2025-11-27,PROJ-8,accessibility,Infrastructure
PROJ-184,Bug,Fix chart tooltip positioning on scroll,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Riley Patel,Jamie Reeves,2025-11-15,2025-11-19,2025-11-20,PROJ-7,"tech-debt,migration",Infrastructure
PROJ-185,Story,Implement request/response logging,In Review,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Riley Patel,Drew Nakamura,2025-11-14,2025-11-21,,PROJ-7,accessibility,Infrastructure
PROJ-186,Story,Create custom report builder,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,13,Taylor Kim,Sam Delgado (PO),2025-11-12,2025-11-18,2025-11-27,PROJ-4,accessibility,DevOps
PROJ-187,Story,Build vulnerability scan integration,In Review,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Quinn Fitzgerald,Jamie Reeves,2025-11-11,2025-11-13,,PROJ-5,accessibility,Documentation
PROJ-188,Task,Implement API response caching,In Progress,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Jamie Reeves,Alex Thompson,2025-11-07,2025-11-27,,PROJ-6,accessibility,Infrastructure
PROJ-189,Sub-task,Write unit tests for implement rate limiting,To Do,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,,Jamie Reeves,Sam Delgado (PO),2025-11-13,2025-11-30,,PROJ-7,migration,Infrastructure
PROJ-190,Story,Build pipeline monitoring dashboard,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2,Riley Patel,Taylor Kim,2025-11-06,2025-11-09,2025-11-11,PROJ-3,tech-debt,DevOps
PROJ-191,Story,Add dashboard sharing permissions,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1,Jordan Rivera,Alex Thompson,2025-11-05,2025-11-30,2025-11-28,PROJ-2,"performance,ux",Authentication
PROJ-192,Task,Build pipeline monitoring dashboard,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2,Drew Nakamura,Drew Nakamura,2025-11-11,2025-11-16,2025-11-17,PROJ-3,data-pipeline,Authentication
PROJ-193,Story,Add circuit breaker pattern,To Do,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2,Jordan Rivera,Chris Albright (Tech Lead),2025-11-06,2025-11-24,,PROJ-7,"ux,fedramp",Infrastructure
PROJ-194,Story,Build KPI card component,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,13,Jamie Reeves,Drew Nakamura,2025-11-10,2025-11-29,2025-11-23,PROJ-2,fedramp,Infrastructure
PROJ-195,Bug,Resolve CORS policy blocking API calls,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Taylor Kim,Jordan Rivera,2025-11-10,2025-11-13,2025-11-18,PROJ-3,ux,Documentation
PROJ-196,Story,Implement retry logic for failed jobs,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Morgan Chen,Quinn Fitzgerald,2025-11-15,2025-11-20,2025-11-24,PROJ-3,ux,Infrastructure
PROJ-197,Bug,Correct filter state persistence on navigation,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2,Quinn Fitzgerald,Drew Nakamura,2025-11-11,2025-11-28,2025-11-28,PROJ-1,accessibility,DevOps
PROJ-198,Task,Build real-time metrics aggregation,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1,Morgan Chen,Chris Albright (Tech Lead),2025-11-08,2025-11-25,2025-11-18,PROJ-2,migration,Frontend UI
PROJ-199,Task,Add input sanitization middleware,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Drew Nakamura,Jordan Rivera,2025-11-12,2025-11-29,2025-11-19,PROJ-5,"tech-debt,compliance",Backend API
PROJ-200,Story,Implement API response caching,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Riley Patel,Sam Delgado (PO),2025-11-08,2025-11-14,2025-11-27,PROJ-6,accessibility,Database
PROJ-201,Task,Implement report caching layer,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3,Taylor Kim,Taylor Kim,2025-11-14,2025-11-19,2025-11-20,PROJ-4,api,Frontend UI
PROJ-202,Story,Design API gateway architecture,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2,Riley Patel,Casey Williams,2025-11-07,2025-11-14,2025-11-12,PROJ-7,"accessibility,migration",Database
PROJ-203,Task,Create compliance audit report,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Taylor Kim,Sam Delgado (PO),2025-11-06,2025-11-18,2025-11-23,PROJ-5,"fedramp,migration",DevOps
PROJ-204,Story,Add MFA enrollment page,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5,Drew Nakamura,Casey Williams,2025-11-10,2025-11-12,2025-11-28,PROJ-1,"tech-debt,migration",Reporting
PROJ-205,Story,Add input sanitization middleware,In Review,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,8,Alex Thompson,Jordan Rivera,2025-11-24,2025-11-25,,PROJ-5,migration,Backend API
PROJ-206,Story,Create data lineage tracker,In Progress,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Taylor Kim,Morgan Chen,2025-11-21,2025-12-11,,PROJ-3,"compliance,performance",Infrastructure
PROJ-207,Story,Add lazy loading for dashboard widgets,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Jordan Rivera,Sam Delgado (PO),2025-11-22,2025-12-05,,PROJ-6,tech-debt,DevOps
PROJ-208,Story,Implement A/B report comparison,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Quinn Fitzgerald,Jordan Rivera,2025-11-25,2025-11-29,,PROJ-4,performance,Frontend UI
PROJ-209,Story,Implement connection pooling,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Morgan Chen,Jordan Rivera,2025-11-21,2025-12-11,,PROJ-6,security,Database
PROJ-210,Story,Create custom report builder,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Morgan Chen,Chris Albright (Tech Lead),2025-11-22,2025-11-24,2025-11-26,PROJ-4,accessibility,Infrastructure
PROJ-211,Sub-task,Add logging to add lazy loading for dashboard widgets,In Progress,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Alex Thompson,Pat Morrison (PM),2025-11-27,2025-12-06,,PROJ-6,"tech-debt,api",Authentication
PROJ-212,Bug,Resolve race condition in data sync,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,2,Quinn Fitzgerald,Pat Morrison (PM),2025-11-25,2025-11-28,2025-12-03,PROJ-5,api,Backend API
PROJ-213,Sub-task,Create Storybook story for add lazy loading for dashboard widgets,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Quinn Fitzgerald,Chris Albright (Tech Lead),2025-11-24,2025-12-11,2025-11-30,PROJ-6,data-pipeline,Frontend UI
PROJ-214,Story,Implement password policy enforcement,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Drew Nakamura,Jordan Rivera,2025-11-25,2025-12-08,,PROJ-1,api,Database
PROJ-215,Story,Add encryption at rest for PII,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Drew Nakamura,Jamie Reeves,2025-11-27,2025-12-07,,PROJ-5,performance,Reporting
PROJ-216,Task,Redesign report template engine,To Do,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,2,Taylor Kim,Pat Morrison (PM),2025-11-28,2025-11-29,,PROJ-4,"ux,performance",Backend API
PROJ-217,Bug,Resolve memory leak in WebSocket handler,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Riley Patel,Morgan Chen,2025-11-23,2025-11-28,,PROJ-1,"compliance,performance",Backend API
PROJ-218,Story,Build API key management,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,13,Quinn Fitzgerald,Quinn Fitzgerald,2025-11-29,2025-12-01,,PROJ-7,security,DevOps
PROJ-219,Bug,Correct filter state persistence on navigation,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,8,Casey Williams,Sam Delgado (PO),2025-11-29,2025-12-02,,PROJ-3,security,Backend API
PROJ-220,Story,Build API contract testing,In Progress,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,8,Drew Nakamura,Casey Williams,2025-11-19,2025-12-06,,PROJ-8,accessibility,Infrastructure
PROJ-221,Story,Create time-series trend analysis,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,1,Alex Thompson,Drew Nakamura,2025-11-22,2025-12-08,,PROJ-2,migration,Reporting
PROJ-222,Bug,Fix chart tooltip positioning on scroll,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Taylor Kim,Sam Delgado (PO),2025-11-23,2025-12-11,,PROJ-5,migration,Infrastructure
PROJ-223,Task,Implement visual regression testing,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Alex Thompson,Casey Williams,2025-11-21,2025-11-21,2025-12-05,PROJ-8,security,Infrastructure
PROJ-224,Task,Add encryption at rest for PII,To Do,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Taylor Kim,Jordan Rivera,2025-11-19,2025-11-23,,PROJ-5,tech-debt,Documentation
PROJ-225,Bug,Fix slow query on compliance report page,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,1,Jordan Rivera,Jamie Reeves,2025-11-21,2025-12-11,2025-12-04,PROJ-6,accessibility,Database
PROJ-226,Story,Add input sanitization middleware,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Taylor Kim,Casey Williams,2025-11-24,2025-12-04,2025-12-09,PROJ-5,tech-debt,Database
PROJ-227,Bug,Fix CSS overflow on mobile dashboard view,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Riley Patel,Chris Albright (Tech Lead),2025-11-20,2025-12-07,,PROJ-2,compliance,DevOps
PROJ-228,Story,Create chart rendering engine,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Casey Williams,Riley Patel,2025-11-28,2025-11-29,,PROJ-2,tech-debt,Infrastructure
PROJ-229,Story,Integrate with Active Directory,In Progress,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,1,Avery Okafor,Sam Delgado (PO),2025-11-25,2025-12-09,,PROJ-1,performance,DevOps
PROJ-230,Story,Create data validation framework,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,13,Drew Nakamura,Riley Patel,2025-11-21,2025-11-27,,PROJ-3,performance,Reporting
PROJ-231,Sub-task,Add error handling to build real-time metrics aggregation,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Riley Patel,Jordan Rivera,2025-11-21,2025-11-23,,PROJ-2,migration,Backend API
PROJ-232,Story,Add circuit breaker pattern,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Morgan Chen,Taylor Kim,2025-11-24,2025-11-30,,PROJ-7,ux,Backend API
PROJ-233,Task,Build report permissions model,In Progress,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Drew Nakamura,Morgan Chen,2025-11-20,2025-11-28,,PROJ-4,api,Authentication
PROJ-234,Task,Implement password policy enforcement,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Drew Nakamura,Taylor Kim,2025-11-26,2025-12-07,2025-12-07,PROJ-1,fedramp,Authentication
PROJ-235,Bug,Resolve race condition in data sync,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Jordan Rivera,Casey Williams,2025-11-28,2025-12-05,2025-12-01,PROJ-5,compliance,Backend API
PROJ-236,Bug,Fix search index not updating after data import,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Jamie Reeves,Riley Patel,2025-11-21,2025-11-26,2025-11-29,PROJ-4,"fedramp,security",Infrastructure
PROJ-237,Sub-task,Add input validation to implement change data capture,In Review,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Alex Thompson,Casey Williams,2025-11-19,2025-11-21,,PROJ-3,security,DevOps
PROJ-238,Sub-task,Add accessibility attributes to create custom report builder,Done,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Morgan Chen,Jamie Reeves,2025-11-24,2025-11-25,2025-11-25,PROJ-4,"ux,performance",Infrastructure
PROJ-239,Sub-task,Add error handling to optimize image compression pipeline,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Drew Nakamura,Chris Albright (Tech Lead),2025-11-21,2025-12-14,,PROJ-6,migration,Infrastructure
PROJ-240,Story,Optimize bundle size and code splitting,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Alex Thompson,Sam Delgado (PO),2025-11-23,2025-11-27,2025-11-29,PROJ-6,"accessibility,security",Database
PROJ-241,Task,Add scheduled report delivery,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Morgan Chen,Pat Morrison (PM),2025-11-22,2025-12-03,2025-12-03,PROJ-4,"performance,fedramp",DevOps
PROJ-242,Story,Create time-series trend analysis,In Progress,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,1,Drew Nakamura,Morgan Chen,2025-11-25,2025-12-09,,PROJ-2,"migration,accessibility",Infrastructure
PROJ-243,Task,Add dashboard sharing permissions,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Jordan Rivera,Chris Albright (Tech Lead),2025-11-22,2025-11-27,2025-12-07,PROJ-2,"compliance,security",Infrastructure
PROJ-244,Story,Create chart rendering engine,In Progress,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,2,Jordan Rivera,Riley Patel,2025-11-20,2025-12-07,,PROJ-2,data-pipeline,DevOps
