Issue_Key,Issue_Type,Summary,Status,Priority,Sprint_Name,Sprint_Start,Sprint_End,Story_Points,Assignee,Reporter,Created_Date,Updated_Date,Resolved_Date,Epic_Key,Labels,Component
PROJ-121,Bug,Fix timezone display issue in reports,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,2.0,Jordan Rivera,Riley Patel,2025-10-26,2025-11-05,2025-10-30,PROJ-7,compliance,DevOps
PROJ-122,Task,Add API versioning strategy,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,1.0,Taylor Kim,Pat Morrison (PM),2025-10-27,2025-11-15,2025-11-10,PROJ-7,"security,performance",Documentation
PROJ-123,Story,Migrate ETL jobs to new pipeline,In Progress,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5.0,Jordan Rivera,Casey Williams,2025-10-22,2025-10-26,,PROJ-3,"fedramp,data-pipeline",Documentation
PROJ-124,Sub-task,Add input validation to create session management service,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Avery Okafor,Riley Patel,2025-10-23,2025-11-10,2025-10-28,PROJ-1,compliance,Authentication
PROJ-125,Sub-task,Add input validation to create session management service,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,,Quinn Fitzgerald,Casey Williams,2025-10-23,2025-10-31,2025-11-01,PROJ-1,"compliance,migration",Authentication
PROJ-126,Story,Add dashboard sharing permissions,In Progress,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,13.0,Riley Patel,Sam Delgado (PO),2025-11-01,2025-11-11,,PROJ-2,api,Reporting
PROJ-127,Bug,Resolve memory leak in WebSocket handler,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,2.0,Quinn Fitzgerald,Alex Thompson,2025-10-25,2025-10-29,2025-11-02,PROJ-3,data-pipeline,Infrastructure
PROJ-128,Task,Create data validation framework,To Do,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5.0,Drew Nakamura,Chris Albright (Tech Lead),2025-10-29,2025-11-14,,PROJ-3,data-pipeline,Frontend UI
PROJ-129,Story,Implement API response caching,Done,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Morgan Chen,Drew Nakamura,2025-10-30,2025-11-04,2025-11-12,PROJ-6,security,Frontend UI
PROJ-130,Task,Create security event logging,In Progress,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,2.0,Jordan Rivera,Taylor Kim,2025-10-30,2025-11-08,,PROJ-5,api,Reporting
PROJ-131,Story,Add encryption at rest for PII,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,8.0,Jamie Reeves,Riley Patel,2025-10-24,2025-10-29,2025-11-13,PROJ-5,"data-pipeline,security",Backend API
PROJ-132,Story,Build vulnerability scan integration,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5.0,Taylor Kim,Quinn Fitzgerald,2025-10-29,2025-11-15,2025-11-08,PROJ-5,accessibility,Reporting
PROJ-133,Task,Create session management service,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,2.0,Riley Patel,Sam Delgado (PO),2025-10-31,2025-11-04,2025-11-06,PROJ-1,"fedramp,accessibility",Database
PROJ-134,Bug,Fix chart tooltip positioning on scroll,In Progress,High,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Alex Thompson,Taylor Kim,2025-10-24,2025-10-27,,PROJ-2,"data-pipeline,accessibility",Authentication
PROJ-135,Sub-task,Add accessibility attributes to build pipeline monitoring dashboard,In Progress,High,Sprint 3 - Integration,2025-10-29,2025-11-11,,Quinn Fitzgerald,Taylor Kim,2025-10-30,2025-11-13,,PROJ-3,performance,Documentation
PROJ-136,Task,Implement report caching layer,Done,Highest,Sprint 3 - Integration,2025-10-29,2025-11-11,2.0,Avery Okafor,Alex Thompson,2025-10-31,2025-11-15,2025-11-05,PROJ-4,"accessibility,ux",Reporting
PROJ-137,Bug,Correct filter state persistence on navigation,To Do,High,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Taylor Kim,Jordan Rivera,2025-10-27,2025-11-13,,PROJ-7,migration,Reporting
PROJ-138,Bug,Fix CSS overflow on mobile dashboard view,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5.0,Morgan Chen,Casey Williams,2025-10-27,2025-11-13,2025-11-08,PROJ-2,accessibility,Backend API
PROJ-139,Story,Implement server-side rendering,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,8.0,Riley Patel,Morgan Chen,2025-10-24,2025-11-03,2025-11-13,PROJ-6,data-pipeline,Reporting
PROJ-140,Task,Create performance test suite,Done,Highest,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Taylor Kim,Chris Albright (Tech Lead),2025-10-23,2025-11-05,2025-11-11,PROJ-8,"security,migration",Reporting
PROJ-141,Sub-task,Add input validation to redesign report template engine,In Progress,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Morgan Chen,Pat Morrison (PM),2025-10-31,2025-11-12,,PROJ-4,data-pipeline,Frontend UI
PROJ-142,Story,Build API contract testing,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,2.0,Alex Thompson,Sam Delgado (PO),2025-10-30,2025-11-14,2025-11-13,PROJ-8,tech-debt,Infrastructure
PROJ-143,Sub-task,Add accessibility attributes to implement accessibility testing,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Riley Patel,Pat Morrison (PM),2025-10-30,2025-11-09,2025-11-08,PROJ-8,"compliance,migration",Authentication
PROJ-144,Sub-task,Add logging to implement secure file upload,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,,Riley Patel,Quinn Fitzgerald,2025-10-26,2025-11-01,2025-11-11,PROJ-5,compliance,Reporting
PROJ-145,Story,Add circuit breaker pattern,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,5.0,Jordan Rivera,Riley Patel,2025-10-26,2025-10-27,2025-11-05,PROJ-7,"compliance,migration",Authentication
PROJ-146,Story,Implement secure file upload,In Progress,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Avery Okafor,Casey Williams,2025-10-25,2025-10-26,,PROJ-5,security,Frontend UI
PROJ-147,Story,Create unit test coverage baseline,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,13.0,Quinn Fitzgerald,Quinn Fitzgerald,2025-10-24,2025-11-06,2025-11-14,PROJ-8,compliance,Infrastructure
PROJ-148,Story,Add MFA enrollment page,Done,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,5.0,Morgan Chen,Alex Thompson,2025-10-22,2025-10-27,2025-11-05,PROJ-1,"accessibility,migration",Database
PROJ-149,Sub-task,Write unit tests for implement stig compliance checks,In Review,Medium,Sprint 3 - Integration,2025-10-29,2025-11-11,,Quinn Fitzgerald,Pat Morrison (PM),2025-10-27,2025-11-05,,PROJ-5,migration,Database
PROJ-150,Bug,Fix authentication token refresh loop,In Progress,High,Sprint 3 - Integration,2025-10-29,2025-11-11,2.0,Morgan Chen,Alex Thompson,2025-10-29,2025-11-06,,PROJ-8,"compliance,tech-debt",Database
PROJ-151,Task,Add circuit breaker pattern,Done,High,Sprint 3 - Integration,2025-10-29,2025-11-11,5.0,Riley Patel,Casey Williams,2025-10-24,2025-10-28,2025-11-09,PROJ-7,accessibility,Authentication
PROJ-152,Story,Add input sanitization middleware,In Review,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,1.0,Casey Williams,Alex Thompson,2025-11-01,2025-11-12,,PROJ-5,migration,Reporting
PROJ-153,Story,Add encryption at rest for PII,Done,Lowest,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Quinn Fitzgerald,Morgan Chen,2025-10-25,2025-11-01,2025-10-30,PROJ-5,data-pipeline,Infrastructure
PROJ-154,Story,Implement visual regression testing,Done,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Avery Okafor,Sam Delgado (PO),2025-10-23,2025-11-08,2025-11-07,PROJ-8,data-pipeline,Frontend UI
PROJ-155,Story,Create custom report builder,In Progress,Low,Sprint 3 - Integration,2025-10-29,2025-11-11,3.0,Jamie Reeves,Quinn Fitzgerald,2025-11-01,2025-11-07,,PROJ-4,api,DevOps
PROJ-156,Bug,Fix CSS overflow on mobile dashboard view,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1.0,Drew Nakamura,Taylor Kim,2025-11-12,2025-11-21,2025-11-13,PROJ-8,"tech-debt,performance",Backend API
PROJ-157,Story,Build real-time metrics aggregation,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8.0,Morgan Chen,Chris Albright (Tech Lead),2025-11-05,2025-11-14,2025-11-19,PROJ-2,accessibility,Infrastructure
PROJ-158,Sub-task,Create Storybook story for create api health check endpoints,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,,Riley Patel,Jordan Rivera,2025-11-15,2025-11-19,2025-11-26,PROJ-7,api,Documentation
PROJ-159,Task,Redesign report template engine,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Drew Nakamura,Casey Williams,2025-11-13,2025-11-26,2025-11-22,PROJ-4,fedramp,Database
PROJ-160,Story,Build real-time metrics aggregation,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Jordan Rivera,Jordan Rivera,2025-11-05,2025-11-12,2025-11-12,PROJ-2,migration,Backend API
PROJ-161,Story,Implement password policy enforcement,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Taylor Kim,Casey Williams,2025-11-05,2025-11-09,2025-11-22,PROJ-1,"data-pipeline,fedramp",Infrastructure
PROJ-162,Story,Implement change data capture,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Drew Nakamura,Avery Okafor,2025-11-14,2025-11-19,2025-11-25,PROJ-3,fedramp,Documentation
PROJ-163,Bug,Resolve duplicate entries in audit log,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Casey Williams,Taylor Kim,2025-11-13,2025-11-28,2025-11-17,PROJ-6,"ux,migration",Backend API
PROJ-164,Task,Add API versioning strategy,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Jordan Rivera,Avery Okafor,2025-11-06,2025-11-20,2025-11-18,PROJ-7,"tech-debt,security",Reporting
PROJ-165,Story,Add MFA enrollment page,In Progress,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Quinn Fitzgerald,Casey Williams,2025-11-13,2025-11-19,,PROJ-1,"fedramp,compliance",Backend API
PROJ-166,Story,Add scheduled report delivery,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8.0,Casey Williams,Avery Okafor,2025-11-14,2025-11-20,2025-11-21,PROJ-4,compliance,Documentation
PROJ-167,Task,Implement connection pooling,In Review,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Quinn Fitzgerald,Chris Albright (Tech Lead),2025-11-06,2025-11-29,,PROJ-6,"tech-debt,fedramp",Infrastructure
PROJ-168,Story,Create custom report builder,To Do,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Morgan Chen,Casey Williams,2025-11-11,2025-11-20,,PROJ-4,accessibility,Authentication
PROJ-169,Task,Implement connection pooling,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Riley Patel,Morgan Chen,2025-11-12,2025-11-26,2025-11-18,PROJ-6,api,DevOps
PROJ-170,Story,Implement SAML 2.0 SSO flow,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Drew Nakamura,Morgan Chen,2025-11-05,2025-11-29,2025-11-06,PROJ-1,"tech-debt,performance",Database
PROJ-171,Task,Optimize database query performance,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Alex Thompson,Avery Okafor,2025-11-12,2025-11-27,2025-11-13,PROJ-6,security,Backend API
PROJ-172,Task,Implement secure file upload,To Do,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Jordan Rivera,Avery Okafor,2025-11-07,2025-11-10,,PROJ-5,tech-debt,Reporting
PROJ-173,Bug,Fix export truncating long field values,To Do,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Casey Williams,Taylor Kim,2025-11-08,2025-11-30,,PROJ-5,performance,Backend API
PROJ-174,Story,Add circuit breaker pattern,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1.0,Drew Nakamura,Pat Morrison (PM),2025-11-07,2025-11-09,2025-11-23,PROJ-7,"data-pipeline,performance",Backend API
PROJ-175,Story,Create performance test suite,To Do,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8.0,Morgan Chen,Riley Patel,2025-11-13,2025-11-14,,PROJ-8,tech-debt,Database
PROJ-176,Bug,Fix timezone display issue in reports,In Review,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Riley Patel,Drew Nakamura,2025-11-11,2025-11-28,,PROJ-7,"ux,performance",Infrastructure
PROJ-177,Story,Create API documentation portal,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Riley Patel,Alex Thompson,2025-11-14,2025-11-26,2025-11-27,PROJ-7,migration,DevOps
PROJ-178,Story,Add circuit breaker pattern,In Progress,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Casey Williams,Sam Delgado (PO),2025-11-14,2025-11-23,,PROJ-7,compliance,Database
PROJ-179,Story,Implement retry logic for failed jobs,In Review,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1.0,Riley Patel,Chris Albright (Tech Lead),2025-11-09,2025-11-23,,PROJ-3,ux,Frontend UI
PROJ-180,Story,Implement accessibility testing,In Progress,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Drew Nakamura,Alex Thompson,2025-11-14,2025-11-24,,PROJ-8,accessibility,Frontend UI
PROJ-181,Bug,Fix search index not updating after data import,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Quinn Fitzgerald,Morgan Chen,2025-11-09,2025-11-18,2025-11-18,PROJ-4,accessibility,Reporting
PROJ-182,Story,Create unit test coverage baseline,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Jordan Rivera,Morgan Chen,2025-11-12,2025-11-18,2025-11-27,PROJ-8,accessibility,Infrastructure
PROJ-183,Bug,Fix chart tooltip positioning on scroll,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Riley Patel,Jamie Reeves,2025-11-15,2025-11-19,2025-11-20,PROJ-7,"tech-debt,migration",Infrastructure
PROJ-184,Story,Implement request/response logging,In Review,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Riley Patel,Drew Nakamura,2025-11-14,2025-11-21,,PROJ-7,accessibility,Infrastructure
PROJ-185,Story,Create custom report builder,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,13.0,Taylor Kim,Sam Delgado (PO),2025-11-12,2025-11-18,2025-11-27,PROJ-4,accessibility,DevOps
PROJ-186,Story,Build vulnerability scan integration,In Review,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Quinn Fitzgerald,Jamie Reeves,2025-11-11,2025-11-13,,PROJ-5,accessibility,Documentation
PROJ-187,Task,Implement API response caching,In Progress,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Jamie Reeves,Alex Thompson,2025-11-07,2025-11-27,,PROJ-6,accessibility,Infrastructure
PROJ-188,Sub-task,Write unit tests for implement rate limiting,To Do,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,,Jamie Reeves,Sam Delgado (PO),2025-11-13,2025-11-30,,PROJ-7,migration,Infrastructure
PROJ-189,Story,Build pipeline monitoring dashboard,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Riley Patel,Taylor Kim,2025-11-06,2025-11-09,2025-11-11,PROJ-3,tech-debt,DevOps
PROJ-190,Story,Add dashboard sharing permissions,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1.0,Jordan Rivera,Alex Thompson,2025-11-05,2025-11-30,2025-11-28,PROJ-2,"performance,ux",Authentication
PROJ-191,Task,Build pipeline monitoring dashboard,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Drew Nakamura,Drew Nakamura,2025-11-11,2025-11-16,2025-11-17,PROJ-3,data-pipeline,Authentication
PROJ-192,Story,Add circuit breaker pattern,To Do,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Jordan Rivera,Chris Albright (Tech Lead),2025-11-06,2025-11-24,,PROJ-7,"ux,fedramp",Infrastructure
PROJ-193,Story,Build KPI card component,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,13.0,Jamie Reeves,Drew Nakamura,2025-11-10,2025-11-29,2025-11-23,PROJ-2,fedramp,Infrastructure
PROJ-194,Bug,Resolve CORS policy blocking API calls,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Taylor Kim,Jordan Rivera,2025-11-10,2025-11-13,2025-11-18,PROJ-3,ux,Documentation
PROJ-195,Story,Implement retry logic for failed jobs,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Morgan Chen,Quinn Fitzgerald,2025-11-15,2025-11-20,2025-11-24,PROJ-3,ux,Infrastructure
PROJ-196,Bug,Correct filter state persistence on navigation,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Quinn Fitzgerald,Drew Nakamura,2025-11-11,2025-11-28,2025-11-28,PROJ-1,accessibility,DevOps
PROJ-197,Task,Build real-time metrics aggregation,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,1.0,Morgan Chen,Chris Albright (Tech Lead),2025-11-08,2025-11-25,2025-11-18,PROJ-2,migration,Frontend UI
PROJ-198,Task,Add input sanitization middleware,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Drew Nakamura,Jordan Rivera,2025-11-12,2025-11-29,2025-11-19,PROJ-5,"tech-debt,compliance",Backend API
PROJ-199,Story,Implement API response caching,Done,Lowest,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Riley Patel,Sam Delgado (PO),2025-11-08,2025-11-14,2025-11-27,PROJ-6,accessibility,Database
PROJ-200,Task,Implement report caching layer,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Taylor Kim,Taylor Kim,2025-11-14,2025-11-19,2025-11-20,PROJ-4,api,Frontend UI
PROJ-201,Story,Design API gateway architecture,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Riley Patel,Casey Williams,2025-11-07,2025-11-14,2025-11-12,PROJ-7,"accessibility,migration",Database
PROJ-202,Task,Create compliance audit report,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Taylor Kim,Sam Delgado (PO),2025-11-06,2025-11-18,2025-11-23,PROJ-5,"fedramp,migration",DevOps
PROJ-203,Story,Add MFA enrollment page,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Drew Nakamura,Casey Williams,2025-11-10,2025-11-12,2025-11-28,PROJ-1,"tech-debt,migration",Reporting
PROJ-204,Story,Add input sanitization middleware,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8.0,Jordan Rivera,Pat Morrison (PM),2025-11-10,2025-11-11,2025-11-12,PROJ-5,"migration,security",Frontend UI
PROJ-205,Sub-task,Add input validation to create data lineage tracker,To Do,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Morgan Chen,Pat Morrison (PM),2025-11-22,2025-12-14,,PROJ-3,compliance,Frontend UI
PROJ-206,Task,Add encryption at rest for PII,In Progress,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Casey Williams,Drew Nakamura,2025-11-25,2025-12-04,,PROJ-5,performance,Backend API
PROJ-207,Story,Implement drill-down navigation,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Riley Patel,Jordan Rivera,2025-11-19,2025-12-11,,PROJ-2,"accessibility,ux",DevOps
PROJ-208,Story,Implement rate limiting,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Morgan Chen,Pat Morrison (PM),2025-11-23,2025-11-27,2025-12-06,PROJ-7,"ux,performance",Backend API
PROJ-209,Task,Create data lineage tracker,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Quinn Fitzgerald,Casey Williams,2025-11-25,2025-12-14,,PROJ-3,performance,Database
PROJ-210,Bug,Correct filter state persistence on navigation,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Casey Williams,Avery Okafor,2025-11-23,2025-12-13,2025-11-26,PROJ-7,data-pipeline,Reporting
PROJ-211,Bug,Resolve CORS policy blocking API calls,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Alex Thompson,Chris Albright (Tech Lead),2025-11-25,2025-12-04,,PROJ-1,"tech-debt,migration",Documentation
PROJ-212,Story,Create unit test coverage baseline,In Review,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,13.0,Drew Nakamura,Jamie Reeves,2025-11-24,2025-11-28,,PROJ-8,api,Database
PROJ-213,Bug,Fix null pointer in user session handler,In Review,Highest,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Drew Nakamura,Avery Okafor,2025-11-19,2025-12-14,,PROJ-2,api,Documentation
PROJ-214,Story,Implement rate limiting,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Jordan Rivera,Avery Okafor,2025-11-20,2025-11-29,,PROJ-7,"ux,api",Infrastructure
PROJ-215,Story,Build KPI card component,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Drew Nakamura,Jordan Rivera,2025-11-19,2025-11-26,2025-11-22,PROJ-2,data-pipeline,Backend API
PROJ-216,Story,Create data validation framework,To Do,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Avery Okafor,Avery Okafor,2025-11-26,2025-12-07,,PROJ-3,"compliance,ux",Infrastructure
PROJ-217,Story,Add encryption at rest for PII,Done,Highest,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Taylor Kim,Sam Delgado (PO),2025-11-23,2025-12-09,2025-11-26,PROJ-5,"performance,migration",DevOps
PROJ-218,Task,Create login audit trail,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Jordan Rivera,Casey Williams,2025-11-20,2025-12-08,2025-12-12,PROJ-1,"security,data-pipeline",Backend API
PROJ-219,Story,Build API contract testing,In Progress,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,8.0,Drew Nakamura,Casey Williams,2025-11-19,2025-12-06,,PROJ-8,accessibility,Infrastructure
PROJ-220,Story,Create time-series trend analysis,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Alex Thompson,Drew Nakamura,2025-11-22,2025-12-08,,PROJ-2,migration,Reporting
PROJ-221,Bug,Fix chart tooltip positioning on scroll,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Taylor Kim,Sam Delgado (PO),2025-11-23,2025-12-11,,PROJ-5,migration,Infrastructure
PROJ-222,Task,Implement visual regression testing,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Alex Thompson,Casey Williams,2025-11-21,2025-11-21,2025-12-05,PROJ-8,security,Infrastructure
PROJ-223,Task,Add encryption at rest for PII,To Do,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Taylor Kim,Jordan Rivera,2025-11-19,2025-11-23,,PROJ-5,tech-debt,Documentation
PROJ-224,Bug,Fix slow query on compliance report page,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Jordan Rivera,Jamie Reeves,2025-11-21,2025-12-11,2025-12-04,PROJ-6,accessibility,Database
PROJ-225,Story,Add input sanitization middleware,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Taylor Kim,Casey Williams,2025-11-24,2025-12-04,2025-12-09,PROJ-5,tech-debt,Database
PROJ-226,Bug,Fix CSS overflow on mobile dashboard view,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Riley Patel,Chris Albright (Tech Lead),2025-11-20,2025-12-07,,PROJ-2,compliance,DevOps
PROJ-227,Story,Create chart rendering engine,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Casey Williams,Riley Patel,2025-11-28,2025-11-29,,PROJ-2,tech-debt,Infrastructure
PROJ-228,Story,Integrate with Active Directory,In Progress,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Avery Okafor,Sam Delgado (PO),2025-11-25,2025-12-09,,PROJ-1,performance,DevOps
PROJ-229,Story,Create data validation framework,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,13.0,Drew Nakamura,Riley Patel,2025-11-21,2025-11-27,,PROJ-3,performance,Reporting
PROJ-230,Sub-task,Add error handling to build real-time metrics aggregation,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Riley Patel,Jordan Rivera,2025-11-21,2025-11-23,,PROJ-2,migration,Backend API
PROJ-231,Story,Add circuit breaker pattern,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Morgan Chen,Taylor Kim,2025-11-24,2025-11-30,,PROJ-7,ux,Backend API
PROJ-232,Task,Build report permissions model,In Progress,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Drew Nakamura,Morgan Chen,2025-11-20,2025-11-28,,PROJ-4,api,Authentication
PROJ-233,Task,Implement password policy enforcement,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Drew Nakamura,Taylor Kim,2025-11-26,2025-12-07,2025-12-07,PROJ-1,fedramp,Authentication
PROJ-234,Bug,Resolve race condition in data sync,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Jordan Rivera,Casey Williams,2025-11-28,2025-12-05,2025-12-01,PROJ-5,compliance,Backend API
PROJ-235,Bug,Fix search index not updating after data import,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Jamie Reeves,Riley Patel,2025-11-21,2025-11-26,2025-11-29,PROJ-4,"fedramp,security",Infrastructure
PROJ-236,Sub-task,Add input validation to implement change data capture,In Review,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Alex Thompson,Casey Williams,2025-11-19,2025-11-21,,PROJ-3,security,DevOps
PROJ-237,Sub-task,Add accessibility attributes to create custom report builder,Done,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Morgan Chen,Jamie Reeves,2025-11-24,2025-11-25,2025-11-25,PROJ-4,"ux,performance",Infrastructure
PROJ-238,Sub-task,Add error handling to optimize image compression pipeline,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Drew Nakamura,Chris Albright (Tech Lead),2025-11-21,2025-12-14,,PROJ-6,migration,Infrastructure
PROJ-239,Story,Optimize bundle size and code splitting,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Alex Thompson,Sam Delgado (PO),2025-11-23,2025-11-27,2025-11-29,PROJ-6,"accessibility,security",Database
PROJ-240,Task,Add scheduled report delivery,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Morgan Chen,Pat Morrison (PM),2025-11-22,2025-12-03,2025-12-03,PROJ-4,"performance,fedramp",DevOps
